title,year,rating,director,stars
Sova,2014,,Dinda Kanyadewi,"Dinda Kanyadewi,Laila Nurazizah,Hafez Ali"
Para Perintis Kemerdekaan,1977,,Asrul Sani,"Cok Simbara,Mutiara Sani,Cassin Abbas"
Si Tjonat,1929,,Nelson Wong,"F.D.J. Pangemanan,Lie A. Tjip,Ku Fung May"
Di balik senyum kecilmu,2020,,Dngrt Furi,
Mata,2016,,Epriliana Fitri Ayu Pamungkas,"Epriliana Fitri Ayu Pamungkas,Epriliana Fitri Ayu Pamungkas"
Sang penggoda,2010,,Nandra Y.S.,Nandra Y.S.
Tarzan penunggu harta karun,1990,,M. Abnar Romli,"Panji Dharma,Bachtiar Gomba,Yoshep Hungan"
Udjang,2019,,Muhammad Fauzi Azhar,"Diandra Ihsan,Adinda Zahra Kusuma,Zahran Rakkan"
Jejak Darah,2010,6.0,Nur Hidayat,"Dimas Aditya,Ayu Diana,Thalita Latief"
Tiga sekawan,1975,,Chaerul Umam,"Ateng,Kris Biantoro,Ernie Djohan"
Kekasihku ibuku,1971,,Turino Junaidy,"Rima Melati,Rahmat Kartolo,Farouk Afero"
Rodrigo de Villa,1952,,Rempo Urip,"Rd. Mochtar,Netty Herawati,Rendra Karno"
Rock in Solo: The Return,2013,,Kamerad Edmond,"Kamerad Edmond,Kamerad Edmond,Haris Kartasumitra"
Olga & Billy Lost in Singapore,2014,,Ronny Mepet,"Raffi Ahmad,Tarra Budiman,Edric Chandra"
Pengemis dan Tukang Becak,1978,,Wim Umboh,"Ully Artha,Christine Hakim,Alan Nuary"
Adagium,2016,9.8,Bobby Zarkasih,"Kevin Agung,Pascal Esatama,Kemas Heryawan"
Leak,2015,,Vania Ivena,"Vennya Adisuryo,Marieo Juniartho,Leslie James Steed"
The Offer,2015,,Richard James Halstead,"Richard James Halstead,Kevin Palmero,Rai Santosa"
Kisah 3 Tahun,2020,,Dara Roshertanty,"Anissa Rahma Zulhadi,Khiva Iskak,Runny Rudiyanti"
Dosa siapa,1972,,Susilo S.W.D.,"Deddy Sutomo,Totty Nasution,Rima Melati"
Boss carmad,1991,,Chaerul Umam,"Donny Damara,Rachmat Hidayat,Kang Ibing"
Wajah Seorang Laki-Laki,1972,6.2,Teguh Karya,"Tuti I. Malaon,Rima Melati,Slamet Rahardjo"
Dongeng Kancil Untuk Kemerdekaan,1999,7.6,Garin Nugroho,Garin Nugroho
Djula djuli bintang tiga,1954,,S. Waldy,"Tan Tjeng Bok,R.D. Endang,Chatir Harro"
Last of Mankind,2014,,Ryan Monoarfa,"Ryan Monoarfa,Ryan Monoarfa"
Shelter,2011,6.4,Ismail Basbeth,"Ismail Basbeth,Ismail Basbeth,Hananda Hutami"
Violetta,1962,,Bachtiar Siagian,"Bambang Hermanto,Rima Melati,M. Nizar"
Dear Diary - Caring is Everything,2016,,William Sanjaya,"Ardian Alessandro,Marvel Ferdinand,Hanny Gunawan"
Maju Terus!,2011,,Dieter Bartels,
Kekasih,2008,5.2,Wisnu Adi,"Angga Dwisaputra,Vonny Kristianda,Pitradjaya Burnama"
Iman,2014,,Nurul Ibrahim,"Nurul Ibrahim,Nurul Ibrahim,Nurul Ibrahim"
Sekaten,2013,,Matthew Dunning,"Matthew Dunning,Matthew Dunning"
That's Not My Intention,2018,,Muhammad Rusni,"Marsha Tando,Anastasia Olivia Wongso,Sadikoen Dian Dwipa Passage"
Si djampang mentjari naga hitam,1969,,Liliek Sudjio,"H.I.M. Damsyik,Sandy Suwardi Hasan,Moh Mochtar"
The Prodigal,2018,,Tod Polson,"Tod Polson,Tod Polson,Jim Cummings"
Kabut Ungu di Bibir Pantai,1981,,Dasri Jacob,"Dian Ariestya,Minati Atmanegara,Danny Christian"
Eulis atjih,1927,,L. Heuveldorp,"G. Krugers,Joehana,Arsad"
Siap Gan!,2018,7.2,Ody C. Harahap,"Rini Mentari,Aulia Sarah,Mentari De Marelle"
Kisah Cinderella,1978,,Willy Wilianto,"Miryam Aryanto,Ateng,Kartika Darmawan"
Hendrix Adi Surya,2015,,Hendrix,"Ciptian Sesilia Anggita,Hendrix Chaplin,Handik"
"Anak Sabiran, Di Balik Cahaya Gemerlapan: Sang Arsip",2013,7.2,Hafiz Rancajale,Hafiz Rancajale
Biarkan Bulan Itu,1986,5.8,Arifin C. Noer,"Aminah Cendrakasih,H.I.M. Damsyik,Ikang Fawzi"
Lisa dan Bayangan,2013,,Ilma Fathnurfirda,"Ilma Fathnurfirda,Ilma Fathnurfirda"
Sama-sama enak,1987,,Arizal,"Chintami Atmanegara,Ferrasta,Mukhlis Gumilang"
Exodus: Wanita yang berlari,2003,,Sherman Ong,"Tuti Alwi,Kiki,Nungki Kusumastuti"
Kasinem Is Coming,2018,,Hasto Broto,"Naysila Mirdad,Nadya Pasha,Jarwo Kwat"
Menanti Keajaiban,2020,5.5,Angga Dwimas Sasongko,"Niken Anjani,Ganindra Bimo,Aghniny Haque"
The Wall,2007,4.6,Kumar Pareek,"Rifky Balweel,Savira Crith,Deriell Jaqueline"
Prison and Paradise,2010,,Daniel Rudi Haryanto,
Si Rano,1973,,Motinggo Boesje,"Rano Karno,Benyamin S.,Nanien Sudiar"
Cakra Buana,2015,,Massimo Burhanuddin,"Mohammad Aditya,Yusef Muldiyana,Tiara Putri Effendy"
The Flaneurs #3,2013,,Aryo Danusiri,
Setulus nurani perempuan,1994,,Willy Wilianto,"Johan Saimima,Adhi Irawan,Yulia Adhi Irawan"
Before Fireworks,2021,,Natania Gabriella Jansen,"Natania Gabriella Jansen,Natania Gabriella Jansen,Rino Mangunsaputro"
Irama cinta,1980,,Willy Wilianto,"Elvy Sukaesih,Farouk Afero,Achmad Albar"
Kisah anak-anak Adam,1988,,Ali Shahab,"Alwi A.S.,Alfian,Nina Anwar"
Middleman,2014,,Gamal Istiyanto,"Gamal Istiyanto,Fei Fei,Yuan Sheng Ju"
Not for Sale,2010,4.0,Nayato Fio Nuala,"Chindy Anggrina,Arumy Bachsin,Okkie Callerista"
Penumpas Ajaran Sesat,1991,,M. Sharieffudin A.,"Bahardin,Muni Cader,Harry Capri"
Demi cinta belahlah dadaku,1991,,Nasri Cheppy,"Nor Albaniah,Nurul Arifin,Raja Azura"
Romantika,1985,,Henky Solaiman,"Wenty Anggraini,Meriam Bellina,H.I.M. Damsyik"
Gaby dan Lagunya,2010,6.9,Nayato Fio Nuala,"Ikbal Azhari,Rendy Kjaernett,Leylarey Lesesne"
A Trip to Paradise: Bali,2017,,Sam Cahill,
Gaya merayu,1980,,Wisjnu Mouradhy,"Elvy Sukaesih,Anen,Busiti"
The Nameless Boy,2017,,Diego Mahameru,
Darah Janda Kolong Wewe,2009,3.3,Mamahit Luigi Donie,"Dian Aditya,Shiddiq Kamidi,Lia Ladysta"
Pasukan Kapiten,2012,,Rudy Soedjarwo,"Adrina Puteri Syarira,Bintang Panglima,Cahya R. Saputra"
What's My Name,2019,,Kristikania,"Salma Rizqi Fadhila,Ribka Kathryn,Tam Notosusanto"
Si badung,1989,,Imam Tantowi,"Mang Udel,Ibnu Sandy Alam,Mien Brodjo"
Tarling is Darling,2017,8.0,Ismail Fahmi Lubish,"Jaham,Dewi Kirana,Uki Marzuki"
Lily van Java,1928,,Nelson Wong,"Lie Lian Hoa,Lie Bouw Tan,Kwee Tiang An"
"Ora Srawung, Mati Suwung",2020,,Destian Rendra Pratama,"Candra Savitri Devi,Nunuk Herini,Lintang Pandu Pratiwi"
Illucinati,2014,,Ernest Prakasa,Ernest Prakasa
Secondary,2018,,Jerry Hadiprojo,"Jerry Hadiprojo,Jerry Hadiprojo"
"Kara, Anak Sebatang Pohon",2005,7.4,Edwin,"Edwin,Clarine Baharrizki,Ladya Cheryl"
Suhu Beku: The Movie,2017,7.7,Rusmin Nuryadin,"Muhammad Nur Fauzan,Andi Muhammad Fadli,Muhammad Fikri Alif"
Mountain Song,2019,5.7,Yusuf Radjamuda,"Alqusyairi Radjamuda,Laramputi Radjamuda,Ferdamayan"
Artis Receh,2019,,Wahyu F. Riyanto,"Anto Cepi,Eko Guntaro,Anita Mae"
Dealer,2017,,Brandon Mckinney,"Sidartha Murjani,Steve Dardo,Saffron Llewellyn"
Rendang of Death,2021,5.6,Percolate Galactic,
"Seputih Hatinya, Semerah Bibirnya",1982,7.7,Slamet Rahardjo,"Neneng Alina,Gisela Darusman,Eddy Guci"
Saat kukatakan cinta,1989,,Adisoerya Abdi,"Meriam Bellina,Jeffry Waworuntu,Nia Zulkarnaen"
Rotasi Per Menit,2003,,Baf Sjamsuddin,"Verdy Bhawanta,Abi Cancer,Khusnul Raka Hafiz"
The Army Forced Them to Be Violent,2002,,Tino Saroengallo,Tino Saroengallo
Five Indo Samurai,2019,9.2,Scott Allen Nollen,"Arizkia Afrilio Amarulloh,Arviansyah Julio Amarulloh,Ardi"
Udhar,2014,,Tunggul Banjaransari,"Tunggul Banjaransari,Retno Sulistyowati,Rustopo"
Hantu Perawan Jeruk Purut,2008,3.2,Nayato Fio Nuala,"Ratu Felisha,Monique Henry,Mastur"
Bahwa cinta itu ada,2010,,Sujiwo Tejo,"Alex Abbad,Dennis Adhiswara,Eva Asmarani"
Melodi,2010,7.1,Harry Suharyadi,"Emir Mahira,Nadya Amanda,Djenar Maesa Ayu"
Mengusahakan cinta,2008,,Ani Ema Susanti,
Subaja,2021,,Dinar Safari,
Bisa Kelabang Geni,1988,,Dasri Jacob,"Sulaiman A.S.,Djoni Abdullah,M. Ali R."
Raffi Ahmad: Menerka Nerka 2,2019,,Endik Koeswoyo,"Raffi Ahmad,Endy Arfian,Lula Lahfah"
Ranjang siang ranjang malam,1976,,Ali Shahab,"Tan Tjeng Bok,Darussalam,Yasmin Yuniarti Farida"
Beware,2019,,Yona Bayu,"Yona Bayu,Dena,Elsa"
Ambisi,1973,,Nya Abbas Akup,"Deddy Damhudi,Benyamin S.,Nuke Maya Saphira"
Lari dari Blora,2007,5.6,Akhlis Suryapati,"Tina Astari,Fadli Fuad,Iswar Kelana"
A Tree Growing Inside My Head,2016,,Rachmat Hidayat Mustamin,"Rachmat Hidayat Mustamin,Kurniawati,Ibnu Abduh Reza"
Bisikan Arwah,1988,6.6,Jopi Burnama,"Nina Karina,Latif Ibrahim,Puteri Salbiah"
Hafiz & Friends Recap: History,2018,,Dzakwan Dzulfikar,"Muhammad Hafiz,Faisal Azzam,Muhammad Defly Putra"
Mau Dong... Ah,2009,2.5,Christian Pauli,"Komeng,Julia Perez,Damien Perez"
Senjakala di Manado,2016,,Kevin Anderson,"Rahabi Mandra,Ray Sahetapy,Mikha Tambayong"
Rembulan dan Matahari,1980,,Slamet Rahardjo,"Sutopo H.S.,Nungki Kusumastuti,Sardono W. Kusumo"
Lagu untukmu,1973,,Ishak Suhaya,"Muchsin Alatas,S. Bagio,Charma"
My Blackberry Girlfriend,2011,5.2,Findo Purwono,"Emmanuel Akwafo,Hardi Fadhillah,Keith Foo"
Kamulah Satu-Satunya,2007,6.3,Hanung Bramantyo,"Nirina Zubir,Dennis Adhiswara,Fanny Fadillah"
Jurus-jurus sakti,1991,,Bacharoem Halilintar,"Johny Anwar,Tonny Hidayat,Jamal Jentak"
Udah Putusin Aja!,2018,7.0,Rolly Subhandani,"Rizky Mocil,Rana Audi Marissa,Billy Davidson"
Daerah jagoan,1991,,Dhany Firdaus,"George Rudy,Yana Achbarie,Tony Damanik"
Cinta Berdarah,1989,,Torro Margens,"Hengky Tornando,Wenny Rosaline,Torro Margens"
Senam Seram Malam Jumat,2014,,Yosua Rocky,"Yosua Rocky,Philip de May,Ridhal Haikal"
Midnight,2015,,Cuk Fk,"Citra Anggun,Gofar Hilman,Dini Takola"
The Year of Living Vicariously,2005,6.0,Amir Muhammad,"Henidar Amroe,Timur Angin,Indra Birowo"
Barbi3,2008,3.8,Monty Tiwa,"Titi Kamal,Poppy Sovia,Francine Roosenda"
"The Mad, the Mean, and the Deadly",1977,,F. Sutrisno,"Michael Wai-Man Chan,Debbie Cinthya Dewi,Yulinar Firdaus"
Pemburu Hantu: The Movie,2010,5.1,Alamsyah,"Poppy Bunga,Farah Hatim,Putri Arifanti"
"Let's Play, Ghost",2013,,Damien Dematra,"Virda Anggraini,Aditya Antika,Kayla Attila"
Bali Life Is an Offering,2011,,Kim Kindersley,"Kim Kindersley,Cok Sawitri,Ayu Laksmi"
Bermain di antara gajah-gajah,2007,,Aryo Danusiri,
Sam Pek Eng Tay,1931,,The Tang Chun,The Tang Chun
The-Interview,2018,,Sidartha Murjani,"Sidartha Murjani,Sidartha Murjani,Sidartha Murjani"
KM 14,2006,6.0,Ben Hernandez,"Ardina Rasti,Marissa Jeffryna,David Bleszynski"
Opera Jakarta,1986,6.6,Sjuman Djaya,"Minati Atmanegara,Pitradjaya Burnama,Joice Erna"
Dealova 2,2021,,,
Jinx,2010,3.0,Muhammad Yusuf,"H.I.M. Damsyik,Dj Devina,Fairly"
Shoes,2018,,Richard James Halstead,"Puja Astawa,Devy Gita,Indra Geed Saputra"
Arwah Anak Ajaib,1988,,Tommy Burnama,"Johan Saimima,Sherly Sarita,Zainal Abidin"
Kalau Cinta Jangan Cengeng,2008,4.7,Monty Tiwa,"Marshanda,Ringgo Agus Rahman,Sigi Wimala"
Sundul Gan: The Story of Kaskus,2016,8.5,Naya Anindita,"Ahmad Affandy,Pamela Bowie,Andre Bablo Fardanish"
Join the Story - Thousand Islands,2019,,Shankar Addi Mehra,Shankar Addi Mehra
Aurel Hermansyah: Kepastian,2020,,Tb Elvan,Tb Elvan
Gejolak kawula muda,1985,,Maman Firmansyah,"Alwi A.S.,Zainal Abidin,Pitradjaya Burnama"
Segi tiga emas,1986,,Arizal,"Harry Capri,Dana Christina,Yenny Farida"
Cinta putih,1977,,Chaerul Umam,"Awang Darmawan,Dhalia,Syamsuri Kaempuan"
Timun Mas,2016,8.1,Fritz Widjaja,"Fritz Widjaja,Fritz Widjaja"
Pendakar bambu kuning,1972,,Tutie Kirana,"Tutie Kirana,Ratno Timoer"
Jeritan Kuntilanak,2009,4.4,Nayato Fio Nuala,"Joanna Alexandra,Furry Citra,H.I.M. Damsyik"
Hukum Karma,1982,5.0,Jimmy Atmaja,"Hendra Cipta,Marisa Haque,Ucok Harahap"
Broken Vase,2010,,Edward Gunawan,"Edward Gunawan,Edward Gunawan,Marissa Anita"
Si Manis Jembatan Ancol,1973,5.6,Turino Junaidy,"Farouk Afero,Kris Biantoro,Nadia Giovanna"
Si Anak Kampoeng,2011,,Damien Dematra,"Radhit Syam,Pong Harjatmo,Virda Anggraini"
Jingga,2016,7.0,Lola Amaria,"Ray Sahetapy,Keke Soeryo,Joshua Pandelaki"
Bunga cinta kasih,1981,,Danu Umbara,"Astri Ivo,Rano Karno,Debbie Cinthya Dewi"
Tendangan iblis,1983,,A. Harris,"Abdullah,Kamsul Chandrajaya,Arman Effendy"
D'Love,2010,,Helfi C.H. Kardit,"Rizky Adrianto,Achmad Albar,Aurélie Moeremans"
Kawin lari,1974,,Teguh Karya,"Christine Hakim,Herman Masduki,Tuti I. Malaon"
Down Swan,2019,,Fuad Akbar,"Arina Dhisya,Ariyo Wahab,Putri Ayudya"
Desafio,2015,,Nabila Rahmani,"Clarimond Michaela,Anastasya Nadya,Satya Pramesi"
Yours Truly,2011,,Elvira Kusno,"Elvira Kusno,Ian Salim,Todi Pandapotan"
Lembur,2014,,Hanny Mustofa,"Dwi Andhika,Cinta Dewi,Jenita Janet"
Cherrybelle: Crush,2014,5.4,Rizal Mantovani,"Irving Artemas,Margareth Angelina,Cherly Yuliana Anggraini"
POL Movie,2012,,David Arnold,"David Arnold,David Arnold"
Singa Betina dari Marunda,1971,,Sofia W.D.,"Mpok Ani,Dina Diana,Mang Diman"
Gadis kampus,1979,,Ishaq Iskandar,"Zainal Abidin,Alfian,Chitra Dewi"
Gadis simpanan,1976,,Willy Wilianto,"Hamid Arief,Atmonadi,Ratmi B-29"
Polisi Maling,2018,,Randolph Zaini,"Khiva Iskak,Verdi Solaiman,Subur Sukirman"
Suami Untuk Mak,2017,,Yosua Rocky,"Mas Cemen,Dicky Chandra,Lydia Kandou"
Bayi Tabung,1988,,Nurhadie Irawan,"Fauziah Ahmad Daud,Ade Irawan,Sheila Majid"
Melintas Badai,1985,,Sophan Sophiaan,"Wahab Abdi,Harry Capri,H.I.M. Damsyik"
Badai laut selatan,1991,,Nurhadie Irawan,"Fitria Anwar,Gito Gilas,Baron Hermanto"
Dan Kembali Bermimpi,2018,,Jason Iskandar,"Jason Iskandar,Natalius Chendana,Agnes Naomi"
Titik Hitam,2002,4.7,Sentot Sahid,"Jujur Prananto,Winky Wiryawan,Aurora Yahya"
Senyummu Adalah Tangisku,1980,8.2,Dasri Jacob,"Zainal Abidin,Sofia Amang,Ruslan Basrie"
Fatahillah,1998,7.5,Imam Tantowi,"Amak Baldjun,Linda Djatmika,Igo Ilham"
Hostess Anita,1971,,Matnoor Tindaon,"S. Bono,Aminah Cendrakasih,Marlia Hardi"
Godaan Siluman Perempuan,1978,6.4,Ackyl Anwari,"Doris Callebaute,Fadly,Sofia W.D."
Menunggu warna,2012,,Adriyanto Dewo,"Adriyanto Dewo,Laila Nurazizah,Rangga Djoned"
Songs of the Silk Road,2020,8.6,Victoria Michelle Gunawan,"Christopher Aaron,Valerie Abby,Theodorus Agustinus"
Amazing Blitar,2018,4.5,Livi Zheng,"Boediono,Imam Nahrawi,Rijanto"
Takut: Tujuh Hari Bersama Setan,2015,6.2,Nayato Fio Nuala,"Andrew Andika,Yudittia Mayang,Aditya Rino"
Pocong Rumah Angker,2010,5.9,Nayato Fio Nuala,"Pamela Bowie,Donita,Krisna Patra"
Aduhai manisnya,1980,,Willy Wilianto,"Achmad Albar,Elvy Sukaesih,Susy Bolle"
The Call from the Sea,2016,7.7,Taylor McNulty,"Taylor McNulty,Taylor McNulty,Andar Halim"
Raden Ajeng Kartini,1989,7.5,Sjuman Djaya,"Chintami Atmanegara,Andy Auric,Dhanny Dahlan"
Malu-malu kutjing,1954,,S. Waldy,"Zainal Abidin,Rd Dadang Ismail,R.D. Endang"
I'm Star,2013,,Damien Dematra,"Damien Dematra,Damien Dematra"
Mata pena mata hati Raja Ali Haji,2009,,Gunawan Paggaru,"Teja Alhabd,Henidar Amroe,Andi Anhar Chalid"
Berlian Si Etty,2013,6.5,Dimas Adi Pratama,"Fitri Tropica,Yogi Finanda,Echie Dwi Asih"
Love Reborn,2018,,Jay Sukmo,"Nadya Arina,Ardit Erwandha,Rani Ramadhany"
Suamiku sayang,1990,,Henky Solaiman,"Eva Arnaz,Ully Artha,Salim Bungsu"
Andmesh: Kumau Dia,2019,,Isdam Atrahadena,"Isdam Atrahadena,Andmesh Kamaleng,Gumilar Panji"
Euphoria,2011,,Pandu Birantoro,"Ananda Moechtar,Indri Sriwattana,Maurits Fandoe"
Jembatan Merah,1973,,Asrul Sani,"Fifi Young,Brontojudo,Darussalam"
Persona,2012,,George Arif,"George Arif,George Arif,Aji Pradityo"
